IliadZone,Folio,ImageRoI,Notes
"urn:cite:hmt:textblock.178",urn:cite:hmt:msA.100v,"urn:cite:hmt:vaimg.VA100VN-0603@0.448,0.2359,0.464,0.4846",book theta begins
"urn:cite:hmt:textblock.179",urn:cite:hmt:msA.101r,"urn:cite:hmt:vaimg.VA101RN-0273@0.179,0.2329,0.454,0.4974",
"urn:cite:hmt:textblock.180",urn:cite:hmt:msA.101v,"urn:cite:hmt:vaimg.VA101VN-0604@0.452,0.2479,0.44,0.4793",
"urn:cite:hmt:textblock.181",urn:cite:hmt:msA.102r,"urn:cite:hmt:vaimg.VA102RN-0274@0.187,0.2246,0.461,0.5034",
"urn:cite:hmt:textblock.182",urn:cite:hmt:msA.102v,"urn:cite:hmt:vaimg.VA102VN-0605@0.443,0.2404,0.465,0.4884",
"urn:cite:hmt:textblock.183",urn:cite:hmt:msA.103r,"urn:cite:hmt:vaimg.VA103RN-0275@0.188,0.2246,0.449,0.5169",
"urn:cite:hmt:textblock.184",urn:cite:hmt:msA.103v,"urn:cite:hmt:vaimg.VA103VN-0606@0.449,0.2464,0.419,0.4876",
"urn:cite:hmt:textblock.185",urn:cite:hmt:msA.104r,"urn:cite:hmt:vaimg.VA104RN-0276@0.184,0.2337,0.433,0.4891",
"urn:cite:hmt:textblock.186",urn:cite:hmt:msA.104v,"urn:cite:hmt:vaimg.VA104VN-0607@0.457,0.2434,0.437,0.4808",
"urn:cite:hmt:textblock.187",urn:cite:hmt:msA.105r,"urn:cite:hmt:vaimg.VA105RN-0277@0.187,0.2269,0.459,0.5267",
"urn:cite:hmt:textblock.188",urn:cite:hmt:msA.105v,"urn:cite:hmt:vaimg.VA105VN-0608@0.458,0.2442,0.432,0.4899",
"urn:cite:hmt:textblock.189",urn:cite:hmt:msA.106r,"urn:cite:hmt:vaimg.VA106RN-0278@0.188,0.2359,0.45,0.4914",
"urn:cite:hmt:textblock.190",urn:cite:hmt:msA.106v,"urn:cite:hmt:vaimg.VA106VN-0609@0.423,0.2419,0.483,0.4853",
"urn:cite:hmt:textblock.191",urn:cite:hmt:msA.107r,"urn:cite:hmt:vaimg.VA107RN-0279@0.177,0.2254,0.455,0.5101",
"urn:cite:hmt:textblock.192",urn:cite:hmt:msA.107v,"urn:cite:hmt:vaimg.VA107VN-0610@0.453,0.2404,0.441,0.4853",
"urn:cite:hmt:textblock.193",urn:cite:hmt:msA.108r,"urn:cite:hmt:vaimg.VA108RN-0280@0.164,0.2284,0.462,0.5086",
"urn:cite:hmt:textblock.194",urn:cite:hmt:msA.108v,"urn:cite:hmt:vaimg.VA108VN-0611@0.458,0.2344,0.445,0.4929",
"urn:cite:hmt:textblock.195",urn:cite:hmt:msA.109r,"urn:cite:hmt:vaimg.VA109RN-0281@0.177,0.2246,0.461,0.5124",
"urn:cite:hmt:textblock.196",urn:cite:hmt:msA.109v,"urn:cite:hmt:vaimg.VA109VN-0612@0.476,0.2382,0.438,0.4914",
"urn:cite:hmt:textblock.197",urn:cite:hmt:msA.110r,"urn:cite:hmt:vaimg.VA110RN-0282@0.177,0.2322,0.467,0.4891",
"urn:cite:hmt:textblock.198",urn:cite:hmt:msA.110v,"urn:cite:hmt:vaimg.VA110VN-0613@0.461,0.2337,0.438,0.4876",
"urn:cite:hmt:textblock.199",urn:cite:hmt:msA.111r,"urn:cite:hmt:vaimg.VA111RN-0283@0.183,0.2307,0.456,0.4974",
"urn:cite:hmt:textblock.200",urn:cite:hmt:msA.111v,"urn:cite:hmt:vaimg.VA111VN-0614@0.41,0.2442,0.489,0.4846",book iota begins
"urn:cite:hmt:textblock.201",urn:cite:hmt:msA.112r,"urn:cite:hmt:vaimg.VA112RN-0284@0.187,0.2239,0.444,0.4974",
"urn:cite:hmt:textblock.202",urn:cite:hmt:msA.112v,"urn:cite:hmt:vaimg.VA112VN-0615@0.45,0.2322,0.458,0.4921",
"urn:cite:hmt:textblock.203",urn:cite:hmt:msA.113r,"urn:cite:hmt:vaimg.VA113RN-0285@0.177,0.2186,0.466,0.5026",
"urn:cite:hmt:textblock.204",urn:cite:hmt:msA.113v,"urn:cite:hmt:vaimg.VA113VN-0616@0.473,0.2382,0.428,0.4823",
"urn:cite:hmt:textblock.205",urn:cite:hmt:msA.114r,"urn:cite:hmt:vaimg.VA114RN-0286@0.172,0.2216,0.46,0.5109",
"urn:cite:hmt:textblock.206",urn:cite:hmt:msA.114v,"urn:cite:hmt:vaimg.VA114VN-0617@0.463,0.2359,0.461,0.4929",
"urn:cite:hmt:textblock.207",urn:cite:hmt:msA.115r,"urn:cite:hmt:vaimg.VA115RN-0287@0.181,0.2254,0.466,0.4974",
"urn:cite:hmt:textblock.208",urn:cite:hmt:msA.115v,"urn:cite:hmt:vaimg.VA115VN-0618@0.47,0.2389,0.456,0.4906",
"urn:cite:hmt:textblock.209",urn:cite:hmt:msA.116r,"urn:cite:hmt:vaimg.VA116RN-0288@0.174,0.2006,0.455,0.5064",
"urn:cite:hmt:textblock.210",urn:cite:hmt:msA.116v,"urn:cite:hmt:vaimg.VA116VN-0619@0.468,0.2179,0.453,0.4831",
"urn:cite:hmt:textblock.211",urn:cite:hmt:msA.117r,"urn:cite:hmt:vaimg.VA117RN-0289@0.172,0.2006,0.468,0.4989",
"urn:cite:hmt:textblock.212",urn:cite:hmt:msA.117v,"urn:cite:hmt:vaimg.VA117VN-0620@0.483,0.2179,0.44,0.4869",
"urn:cite:hmt:textblock.213",urn:cite:hmt:msA.118r,"urn:cite:hmt:vaimg.VA118RN-0290@0.176,0.1983,0.442,0.5026",
"urn:cite:hmt:textblock.214",urn:cite:hmt:msA.118v,"urn:cite:hmt:vaimg.VA118VN-0621@0.479,0.2171,0.44,0.4861",
"urn:cite:hmt:textblock.215",urn:cite:hmt:msA.119r,"urn:cite:hmt:vaimg.VA119RN-0291@0.169,0.2006,0.453,0.5004",
"urn:cite:hmt:textblock.216",urn:cite:hmt:msA.119v,"urn:cite:hmt:vaimg.VA119VN-0622@0.5,0.2186,0.42,0.4838",
"urn:cite:hmt:textblock.217",urn:cite:hmt:msA.120r,"urn:cite:hmt:vaimg.VA120RN-0292@0.176,0.2014,0.445,0.4959",
"urn:cite:hmt:textblock.218",urn:cite:hmt:msA.120v,"urn:cite:hmt:vaimg.VA120VN-0623@0.479,0.2111,0.432,0.4899",
"urn:cite:hmt:textblock.219",urn:cite:hmt:msA.121r,"urn:cite:hmt:vaimg.VA121RN-0293@0.173,0.2006,0.452,0.5026",
"urn:cite:hmt:textblock.220",urn:cite:hmt:msA.121v,"urn:cite:hmt:vaimg.VA121VN-0624@0.484,0.2164,0.425,0.4869",
"urn:cite:hmt:textblock.221",urn:cite:hmt:msA.122r,"urn:cite:hmt:vaimg.VA122RN-0294@0.176,0.2104,0.469,0.4876",
"urn:cite:hmt:textblock.222",urn:cite:hmt:msA.122v,"urn:cite:hmt:vaimg.VA122VN-0625@0.474,0.2164,0.442,0.4853",
"urn:cite:hmt:textblock.223",urn:cite:hmt:msA.123r,"urn:cite:hmt:vaimg.VA122VN-0625@0.48,0.2156,0.448,0.4861",
"urn:cite:hmt:textblock.224",urn:cite:hmt:msA.123v,"urn:cite:hmt:vaimg.VA123RN-0295@0.178,0.1923,0.477,0.5004",
"urn:cite:hmt:textblock.225",urn:cite:hmt:msA.124r,"urn:cite:hmt:vaimg.VA123VN-0626@0.479,0.2074,0.445,0.4959",
"urn:cite:hmt:textblock.226",urn:cite:hmt:msA.124v,"urn:cite:hmt:vaimg.VA124RN-0296@0.175,0.2074,0.45,0.4996",
"urn:cite:hmt:textblock.227",urn:cite:hmt:msA.125r,"urn:cite:hmt:vaimg.VA124VN-0627@0.463,0.2104,0.478,0.5011",
"urn:cite:hmt:textblock.228",urn:cite:hmt:msA.125v,"urn:cite:hmt:vaimg.VA125RN-0297@0.164,0.1976,0.482,0.5041",
"urn:cite:hmt:textblock.229",urn:cite:hmt:msA.126r,"urn:cite:hmt:vaimg.VA125VN-0628@0.466,0.2216,0.442,0.4853",
"urn:cite:hmt:textblock.230",urn:cite:hmt:msA.126v,"urn:cite:hmt:vaimg.VA126RN-0298@0.137,0.1848,0.483,0.5147",book kappa begins
"urn:cite:hmt:textblock.231",urn:cite:hmt:msA.127r,"urn:cite:hmt:vaimg.VA126VN-0629@0.468,0.2111,0.453,0.4966",
"urn:cite:hmt:textblock.232",urn:cite:hmt:msA.127v,"urn:cite:hmt:vaimg.VA127RN-0299@0.141,0.2044,0.456,0.5019",
"urn:cite:hmt:textblock.233",urn:cite:hmt:msA.128r,"urn:cite:hmt:vaimg.VA127VN-0630@0.474,0.2216,0.451,0.4884",
"urn:cite:hmt:textblock.234",urn:cite:hmt:msA.128v,"urn:cite:hmt:vaimg.VA128RN-0300@0.162,0.2044,0.448,0.4921",
"urn:cite:hmt:textblock.235",urn:cite:hmt:msA.129r,"urn:cite:hmt:vaimg.VA129RN-0301@0.152,0.1998,0.459,0.5019",
"urn:cite:hmt:textblock.236",urn:cite:hmt:msA.129v,"urn:cite:hmt:vaimg.VA129VN-0632@0.476,0.2307,0.445,0.4816",
"urn:cite:hmt:textblock.237",urn:cite:hmt:msA.130r,"urn:cite:hmt:vaimg.VA130RN-0302@0.147,0.1998,0.461,0.5049",
"urn:cite:hmt:textblock.238",urn:cite:hmt:msA.130v,"urn:cite:hmt:vaimg.VA130VN-0633@0.461,0.2284,0.457,0.4906",
"urn:cite:hmt:textblock.239",urn:cite:hmt:msA.131r,"urn:cite:hmt:vaimg.VA131RN-0303@0.166,0.1976,0.487,0.4906",
"urn:cite:hmt:textblock.240",urn:cite:hmt:msA.131v,"urn:cite:hmt:vaimg.VA131VN-0634@0.471,0.2254,0.469,0.4861",
"urn:cite:hmt:textblock.241",urn:cite:hmt:msA.132r,"urn:cite:hmt:vaimg.VA132RN-0304@0.161,0.2141,0.443,0.5004",
"urn:cite:hmt:textblock.242",urn:cite:hmt:msA.132v,"urn:cite:hmt:vaimg.VA132VN-0635@0.478,0.2404,0.451,0.4899",
"urn:cite:hmt:textblock.243",urn:cite:hmt:msA.133r,"urn:cite:hmt:vaimg.VA133RN-0305@0.157,0.2111,0.463,0.5011",
"urn:cite:hmt:textblock.244",urn:cite:hmt:msA.133v,"urn:cite:hmt:vaimg.VA133VN-0635@0.461,0.2427,0.461,0.4778",
"urn:cite:hmt:textblock.245",urn:cite:hmt:msA.134r,"urn:cite:hmt:vaimg.VA134RN-0306@0.162,0.1998,0.451,0.4981",
"urn:cite:hmt:textblock.246",urn:cite:hmt:msA.134v,"urn:cite:hmt:vaimg.VA134VN-0636@0.497,0.2284,0.443,0.4876",
"urn:cite:hmt:textblock.247",urn:cite:hmt:msA.135r,"urn:cite:hmt:vaimg.VA135RN-0307@0.165,0.1916,0.463,0.5101",
"urn:cite:hmt:textblock.248",urn:cite:hmt:msA.135v,"urn:cite:hmt:vaimg.VA135VN-0637@0.481,0.2194,0.439,0.4801",
"urn:cite:hmt:textblock.249",urn:cite:hmt:msA.136r,"urn:cite:hmt:vaimg.VA136RN-0308@0.16,0.1968,0.454,0.4989",
"urn:cite:hmt:textblock.250",urn:cite:hmt:msA.136v,"urn:cite:hmt:vaimg.VA136VN-0638@0.468,0.2209,0.453,0.4831",
"urn:cite:hmt:textblock.251",urn:cite:hmt:msA.137r,"urn:cite:hmt:vaimg.VA137RN-0309@0.18,0.2149,0.493,0.5079",
urn:cite:hmt:textblock.252,urn:cite:hmt:msA.137v,"urn:cite:hmt:vaimg.VA137VN-0639@0.399,0.2254,0.497,0.4996",start of book lambda
urn:cite:hmt:textblock.253,urn:cite:hmt:msA.138r,"urn:cite:hmt:vaimg.VA138RN-0310@0.158,0.2156,0.463,0.4929",
urn:cite:hmt:textblock.254,urn:cite:hmt:msA.138v,"urn:cite:hmt:vaimg.VA138VN-0640@0.47,0.2382,0.466,0.4899",
urn:cite:hmt:textblock.255,urn:cite:hmt:msA.139r,"urn:cite:hmt:vaimg.VA139RN-0311@0.166,0.2179,0.45,0.5004",
urn:cite:hmt:textblock.256,urn:cite:hmt:msA.139v,"urn:cite:hmt:vaimg.VA139VN-0641@0.468,0.2457,0.455,0.4936",
urn:cite:hmt:textblock.257,urn:cite:hmt:msA.140r,"urn:cite:hmt:vaimg.VA140RN-0312@0.156,0.2006,0.451,0.4951",
urn:cite:hmt:textblock.258,urn:cite:hmt:msA.140v,"urn:cite:hmt:vaimg.VA140VN-0642@0.488,0.2254,0.462,0.5019",
urn:cite:hmt:textblock.259,urn:cite:hmt:msA.141r,"urn:cite:hmt:vaimg.VA141RN-0313@0.155,0.1998,0.465,0.4899",
urn:cite:hmt:textblock.260,urn:cite:hmt:msA.141v,"urn:cite:hmt:vaimg.VA141VN-0643@0.49,0.2231,0.448,0.4861",
urn:cite:hmt:textblock.261,urn:cite:hmt:msA.142r,"urn:cite:hmt:vaimg.VA142RN-0314@0.151,0.1991,0.44,0.4929",
urn:cite:hmt:textblock.262,urn:cite:hmt:msA.142v,"urn:cite:hmt:vaimg.VA142VN-0644@0.491,0.2276,0.442,0.4823",
urn:cite:hmt:textblock.263,urn:cite:hmt:msA.143r,"urn:cite:hmt:vaimg.VA143RN-0315@0.144,0.2044,0.466,0.5101",
urn:cite:hmt:textblock.264,urn:cite:hmt:msA.143v,"urn:cite:hmt:vaimg.VA143VN-0645@0.503,0.2314,0.445,0.4944",
urn:cite:hmt:textblock.265,urn:cite:hmt:msA.144r,"urn:cite:hmt:vaimg.VA144RN-0316@0.157,0.1991,0.474,0.4996",
urn:cite:hmt:textblock.266,urn:cite:hmt:msA.144v,"urn:cite:hmt:vaimg.VA144VN-0646@0.496,0.2171,0.446,0.5034",
urn:cite:hmt:textblock.267,urn:cite:hmt:msA.145r,"urn:cite:hmt:vaimg.VA145RN-0317@0.151,0.1991,0.466,0.4966",
urn:cite:hmt:textblock.268,urn:cite:hmt:msA.145v,"urn:cite:hmt:vaimg.VA145VN-0647@0.499,0.2261,0.439,0.4906",
urn:cite:hmt:textblock.269,urn:cite:hmt:msA.146r,"urn:cite:hmt:vaimg.VA146RN-0318@0.148,0.1976,0.481,0.4951",
urn:cite:hmt:textblock.270,urn:cite:hmt:msA.146v,"urn:cite:hmt:vaimg.VA146VN-0648@0.489,0.2216,0.446,0.4966",
urn:cite:hmt:textblock.271,urn:cite:hmt:msA.147r,"urn:cite:hmt:vaimg.VA147RN-0319@0.157,0.1931,0.452,0.4989",
urn:cite:hmt:textblock.272,urn:cite:hmt:msA.147v,"urn:cite:hmt:vaimg.VA147VN-0649@0.484,0.2141,0.45,0.5019",
urn:cite:hmt:textblock.273,urn:cite:hmt:msA.148r,"urn:cite:hmt:vaimg.VA148RN-0320@0.159,0.1968,0.46,0.5019",
urn:cite:hmt:textblock.274,urn:cite:hmt:msA.148v,"urn:cite:hmt:vaimg.VA148VN-0650@0.502,0.2231,0.443,0.5004",
urn:cite:hmt:textblock.275,urn:cite:hmt:msA.149r,"urn:cite:hmt:vaimg.VA149RN-0321@0.167,0.1983,0.46,0.4869",
urn:cite:hmt:textblock.276,urn:cite:hmt:msA.149v,"urn:cite:hmt:vaimg.VA149VN-0651@0.483,0.2209,0.453,0.4951",
urn:cite:hmt:textblock.277,urn:cite:hmt:msA.150r,"urn:cite:hmt:vaimg.VA150RN-0322@0.162,0.2066,0.431,0.4951",
urn:cite:hmt:textblock.278,urn:cite:hmt:msA.150v,"urn:cite:hmt:vaimg.VA150VN-0652@0.489,0.2292,0.45,0.4944",
urn:cite:hmt:textblock.279,urn:cite:hmt:msA.151r,"urn:cite:hmt:vaimg.VA151RN-0323@0.16,0.2021,0.459,0.5004",
urn:cite:hmt:textblock.280,urn:cite:hmt:msA.151v,"urn:cite:hmt:vaimg.VA151VN-0653@0.476,0.2261,0.449,0.4921",
urn:cite:hmt:textblock.281,urn:cite:hmt:msA.152r,"urn:cite:hmt:vaimg.VA152RN-0324@0.154,0.2021,0.449,0.4861",
urn:cite:hmt:textblock.282,urn:cite:hmt:msA.152v,"urn:cite:hmt:vaimg.VA152VN-0654@0.498,0.2224,0.446,0.4981",
urn:cite:hmt:textblock.283,urn:cite:hmt:msA.153r,"urn:cite:hmt:vaimg.VA153RN-0325@0.148,0.2014,0.479,0.5079",
urn:cite:hmt:textblock.284,urn:cite:hmt:msA.153v,"urn:cite:hmt:vaimg.VA153VN-0655@0.487,0.2276,0.44,0.4876",
urn:cite:hmt:textblock.285,urn:cite:hmt:msA.154r,"urn:cite:hmt:vaimg.VA154RN-0326@0.16,0.1901,0.442,0.417",
urn:cite:hmt:textblock.286,urn:cite:hmt:msA.154v,"urn:cite:hmt:vaimg.VA154VN-0656@0.454,0.2021,0.494,0.5049",start of book mu
urn:cite:hmt:textblock.287,urn:cite:hmt:msA.155r,"urn:cite:hmt:vaimg.VA155RN-0327@0.158,0.2014,0.456,0.5019",
urn:cite:hmt:textblock.288,urn:cite:hmt:msA.155v,"urn:cite:hmt:vaimg.VA155VN-0657@0.488,0.2254,0.464,0.4951",
urn:cite:hmt:textblock.289,urn:cite:hmt:msA.156r,"urn:cite:hmt:vaimg.VA156RN-0327@0.163,0.1938,0.468,0.4966",
urn:cite:hmt:textblock.290,urn:cite:hmt:msA.156v,"urn:cite:hmt:vaimg.VA156VN-0658@0.492,0.2119,0.454,0.5034",
urn:cite:hmt:textblock.291,urn:cite:hmt:msA.157r,"urn:cite:hmt:vaimg.VA157RN-0328@0.154,0.1991,0.451,0.4906",
urn:cite:hmt:textblock.292,urn:cite:hmt:msA.157v,"urn:cite:hmt:vaimg.VA157VN-0659@0.504,0.2216,0.437,0.4876",
urn:cite:hmt:textblock.293,urn:cite:hmt:msA.158r,"urn:cite:hmt:vaimg.VA158RN-0329@0.16,0.1968,0.463,0.4921",reinserted line in bottom margin
urn:cite:hmt:textblock.294,urn:cite:hmt:msA.158v,"urn:cite:hmt:vaimg.VA158VN-0660@0.486,0.2209,0.468,0.4929",reinserted line in bottom margin
urn:cite:hmt:textblock.295,urn:cite:hmt:msA.159r,"urn:cite:hmt:vaimg.VA159RN-0330@0.17,0.1931,0.453,0.4981",
urn:cite:hmt:textblock.296,urn:cite:hmt:msA.159v,"urn:cite:hmt:vaimg.VA159VN-0661@0.491,0.2171,0.451,0.4914",
urn:cite:hmt:textblock.297,urn:cite:hmt:msA.160r,"urn:cite:hmt:vaimg.VA160RN-0331@0.167,0.1953,0.465,0.4899",
urn:cite:hmt:textblock.298,urn:cite:hmt:msA.160v,"urn:cite:hmt:vaimg.VA160VN-0662@0.472,0.2164,0.454,0.4921",
urn:cite:hmt:textblock.299,urn:cite:hmt:msA.161r,"urn:cite:hmt:vaimg.VA161RN-0332@0.158,0.1931,0.476,0.4951",
urn:cite:hmt:textblock.300,urn:cite:hmt:msA.161v,"urn:cite:hmt:vaimg.VA161VN-0663@0.468,0.2164,0.472,0.4869",
urn:cite:hmt:textblock.301,urn:cite:hmt:msA.162r,"urn:cite:hmt:vaimg.VA162RN-0333@0.153,0.1953,0.468,0.4944",
urn:cite:hmt:textblock.302,urn:cite:hmt:msA.162v,"urn:cite:hmt:vaimg.VA162VN-0664@0.476,0.2156,0.468,0.4921",
urn:cite:hmt:textblock.303,urn:cite:hmt:msA.163r,"urn:cite:hmt:vaimg.VA163RN-0334@0.159,0.1938,0.475,0.4966",
urn:cite:hmt:textblock.304,urn:cite:hmt:msA.163v,"urn:cite:hmt:vaimg.VA163VN-0665@0.476,0.2104,0.466,0.3757",end of book mu with shorter text block
